item_id,merchant_id,restaurant_name,base_name,proposed_ru_name,existing_ru_name,existing_tk_name,proposed_en_name,proposed_tk_name,name_notes,base_short_description,proposed_ru_short_description,existing_ru_short_description,existing_tk_short_description,proposed_en_short_description,proposed_tk_short_description,short_description_notes
118,4,SUSHI.GOOD,Роллы темпура микс,Роллы темпера микс,,,Tempera mix rolls,Tempera garyndysy,language-tool:name | Возможно найдена орфографическая ошибка.,"Рис, нори, креветка, угорь, лосось, темпура кляр, спайс соус 8шт","Рис, норе, креветка, угорь, лосось, темпера кляр, спас соус 8шт",,,"Rice, nore, shrimp, eel, salmon, tempera batter, saved sauce 8pcs","Tüwi, burun, karides, sogan, losos, tempera batteri, tygşytlanan sous 8pc",language-tool:short_description | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка.
119,4,SUSHI.GOOD,Том Ям,Том Ям,,,Tom Yum,Tom umum,,"Бульон том ям, мидии в раковине, креветки, кольцо кальмара, черри, лук, лимон, сливки, грибы, кинза, кунжут","Бульон том ям, мидии в раковине, креветки, кольцо кальмара, черри, лук, лимон, сливки, грибы, кинза, кунжут",,,"Tom yum broth, mussels in the shell, shrimp, squid ring, cherry tomatoes, onion, lemon, cream, mushrooms, cilantro, sesame","Tom ýum çorbasy, gabykdaky midiýalar, gysga, skid halkasy, alça pomidor, sogan, limon, krem, kömelek, silantro, künji",
120,4,SUSHI.GOOD,Мисо суп с тунцом,Песо суп с тунцом,,,Peso tuna soup,Peso tuna çorbasy,language-tool:name | Возможно найдена орфографическая ошибка.,"Бульон для мисо, тунец, ваками водоросли, тофу, кунжут","Бульон для место, тунец, ваками водоросли, тофу, кунжут",,,"Broth for place, tuna, wakami seaweed, tofu, sesame","Placeer üçin çorba, tuna, wakami deňiz ösümlikleri, tofu, künji",language-tool:short_description | Возможно найдена орфографическая ошибка.
121,4,SUSHI.GOOD,Мисо суп с лососем,Песо суп с лососем,,,Peso soup with salmon,Peso çorbasy,language-tool:name | Возможно найдена орфографическая ошибка.,"Бульон для мисо, лосось, тофу, ваками водоросли, кунжут","Бульон для место, лосось, тофу, ваками водоросли, кунжут",,,"Broth for place, salmon, tofu, wakami seaweed, sesame","Placeer üçin çorba, losos, tofu, wakami deňiz ösümlikleri, künji",language-tool:short_description | Возможно найдена орфографическая ошибка.
122,4,SUSHI.GOOD,Мисо суп с креветками,Песо суп с креветками,,,Peso shrimp soup,Peso karides çorbasy,language-tool:name | Возможно найдена орфографическая ошибка.,"Бульон для мисо, креветки, тофу, ваками водоросли, кунжут","Бульон для место, креветки, тофу, ваками водоросли, кунжут",,,"Broth for place, shrimp, tofu, wakami seaweed, sesame","Placeer, çorba, tofu, wakami deňiz ösümligi, künji",language-tool:short_description | Возможно найдена орфографическая ошибка.
123,4,SUSHI.GOOD,Роллы темпура с креветками,Роллы темпера с креветками,,,Tempera rolls with shrimps,Tempera gysga bölekler bilen aýlanýar,language-tool:name | Возможно найдена орфографическая ошибка.,"Рис, нори, креветки, огурецы, темпура кляр, крем сыр 8шт","Рис, норе, креветки, огурец, темпера кляр, крем сыр 8шт",,,"Rice, nore, shrimp, cucumber, tempera batter, cream cheese 8pcs","Tüwi, burun, gysga, hyýar, tempera batyr, krem ​​peýniri 8pc",language-tool:short_description | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка.
124,4,SUSHI.GOOD,Роллы темпура с тунцом,Роллы темпера с тунцом,,,Tempera rolls with tuna,Tempera tuna bilen aýlanýar,language-tool:name | Возможно найдена орфографическая ошибка.,"Рис, нори, тунец, огурец, темпура кляр, крем сыр 8шт","Рис, норе, тунец, огурец, темпера кляр, крем сыр 8шт",,,"Rice, nore, tuna, cucumber, tempera batter, cream cheese 8pcs","Tüwi, burun, tuna, hyýar, tempera batyr, krem ​​peýniri 8pc",language-tool:short_description | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка.
125,4,SUSHI.GOOD,Роллы темпура с лососем,Роллы темпера с лососем,,,Tempera rolls with salmon,Tempera losos bilen aýlanýar,language-tool:name | Возможно найдена орфографическая ошибка.,"Рис, нори, лосось, огурец, темпура кляр, крем сыр 8шт","Рис, норе, лосось, огурец, темпера кляр, крем сыр 8шт",,,"Rice, nore, salmon, cucumber, tempera batter, cream cheese 8pcs","Tüwi, burun, losos, hyýar, tempera batyr, krem ​​peýniri 8pc",language-tool:short_description | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка.
126,4,SUSHI.GOOD,Спайс ролл с тунцом,Пайс ролл с тунцом,,,Pie roll with tuna,Tuna bilen pirog,language-tool:name | Возможно найдена орфографическая ошибка.,"Рис, нори, тунец, огурец, спайс соус, крем сыр 8шт","Рис, норе, тунец, огурец, спас соус, крем сыр 8шт",,,"Rice, nore, tuna, cucumber, saved sauce, cream cheese 8pcs","Tüwi, burun, tuna, hyýar, tygşytlanan sous, krem ​​peýniri 8 nahar",language-tool:short_description | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка.
127,4,SUSHI.GOOD,Спайс ролл с угрем,Пайс ролл с угрем,,,Pie roll with eel,Daban bilen pirog,language-tool:name | Возможно найдена орфографическая ошибка.,"Рис, нори, Угорь, спайс соус, огурец, крем сыр 8шт","Рис, норе, Угорь, спас соус, огурец, крем сыр 8шт",,,"Rice, nore, Eel, saved sauce, cucumber, cream cheese 8pcs","Tüwi, adaty, Eel, tygşytlanan sous, hyýar, krem ​​peýniri 8 nahar",language-tool:short_description | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка.
128,4,SUSHI.GOOD,Спайс ролл с лососем,Пайс ролл с лососем,,,Pie roll with salmon,Sogan bilen pirog,language-tool:name | Возможно найдена орфографическая ошибка.,"Рис, нори, лосось, огурец, спайс соус, крем сыр 8шт","Рис, норе, лосось, огурец, спас соус, крем сыр 8шт",,,"Rice, nore, salmon, cucumber, saved sauce, cream cheese 8pcs","Tüwi, burun, losos, hyýar, tygşytlanan sous, krem ​​peýniri 8 nahar",language-tool:short_description | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка.
129,4,SUSHI.GOOD,Спайс ролл с креветкой,Пайс ролл с креветкой,,,Pais roll with shrimp,Käşir bilen pais rulony,language-tool:name | Возможно найдена орфографическая ошибка.,"Рис, нори, креветка, огурец, спайс соус, крем сыр 8шт","Рис, норе, креветка, огурец, спас соус, крем сыр 8шт",,,"Rice, nore, shrimp, cucumber, saved sauce, cream cheese 8pcs","Tüwi, burun, gysga, hyýar, tygşytlanan sous, krem ​​peýniri 8pc",language-tool:short_description | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка.
130,4,SUSHI.GOOD,"Ролл ""Красный Дракон""","Ролл ""Красный Дракон""",,,"Roll ""Red Dragon""","""Gyzyl aagondarha""",,"Рис, лосось, крабовые палочки, огурец, икра летучей рыбы 8шт","Рис, лосось, крабовые палочки, огурец, икра летучей рыбы 8шт",,,"Rice, salmon, crab sticks, cucumber, flying fish caviar 8pcs","Tüwi, losos, gyrgyç taýaklary, hyýar, uçýan balyk ikri 8pc",
131,4,SUSHI.GOOD,"Ролл ""Зеленый Дракон""","Ролл ""Зеленый Дракон""",,,"Roll ""Green Dragon""","""Greenaşyl aagondarha""",,"Рис, нори, лосось, угорь, авакадо, огурецы, сырный соус 8шт","Рис, норе, лосось, угорь, авокадо, огурец, сырный соус 8шт",,,"Rice, nore, salmon, eel, avocado, cucumber, cheese sauce 8pcs","Tüwi, burun, losos, öküz, awakado, hyýar, peýnir sousy 8 nahar",language-tool:short_description | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка.
132,6,L’ULTIMO SPICCHIO PIZZA,C помидорами черри,С помидорами черри,,,With cherry tomatoes,Çerkez pomidorlary bilen,mixed-script,"Тесто для пиццы, красный соус, моцарелла, ароматное масло, микс черри, базилик","Тесто для пиццы, красный соус, моцарелла, ароматное масло, микс черри, базилик",,,"Pizza dough, red sauce, mozzarella, aromatic oil, cherry mix, basil","Pitsa hamyry, gyzyl sous, mozarella, hoşboý ýag, alça garyndysy, reyhan",
133,6,L’ULTIMO SPICCHIO PIZZA,Маргарита,Маргарита,,,Margarita,Margarita,,"Тесто для пиццы, красный соус, моцарелла, базилик, ароматное масло","Тесто для пиццы, красный соус, моцарелла, базилик, ароматное масло",,,"Pizza dough, red sauce, mozzarella, basil, aromatic oil","Pitsa hamyry, gyzyl sous, mozarella, reyhan, ysly ýag",
134,6,L’ULTIMO SPICCHIO PIZZA,Пять сыров,Пять сыров,,,Five cheeses,Bäş peýnir,,"Тесто ддя пиццы, сливочный соус, моцарелла, пармезан, дор блю, чеддер, крем чиз, базилик, ароматное масло","Тесто для пиццы, сливочный соус, моцарелла, пармезан, Дор Лю, чеддер, крем из, базилик, ароматное масло",,,"Pizza dough, cream sauce, mozzarella, parmesan, Dor Liu, cheddar, cream, basil, aromatic oil","Pitsa hamyry, krem ​​sousy, mozarella, parmesan, Dor Liu, kedr, krem, reyhan, ysly ýag",manual:дор блю->Дор Блю | language-tool:short_description | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка.
135,6,L’ULTIMO SPICCHIO PIZZA,С грущей и Дор Блю,С грушей и Дор Лю,,,With pear and Dor Liu,Armut we Dor Liu bilen,manual:грущей->грушей | language-tool:name | Возможно найдена орфографическая ошибка.,"Тесто для пиццы, сливочный соус, моцарелла, базилик, груша, дор блю, мёд, грецкий орех, ароматное масло","Тесто для пиццы, сливочный соус, моцарелла, базилик, груша, Дор Лю, мёд, грецкий орех, ароматное масло",,,"Pizza dough, creamy sauce, mozzarella, basil, pear, Dor Liu, honey, walnut, aromatic oil","Pitsa hamyry, kremli sous, mozarella, reyhan, armut, Dor Liu, bal, hoz, hoşboý ýag",manual:дор блю->Дор Блю | language-tool:short_description | Возможно найдена орфографическая ошибка.
136,6,L’ULTIMO SPICCHIO PIZZA,Острая мясная,Острая мясная,,,Spicy meat,Ajy et,,"Тесто для пиццы, говядина, пармезан, моцарелла, лук репчатый, лук зеленый, холопеньо, красный соус, ароматное масло, шрирача","Тесто для пиццы, говядина, пармезан, моцарелла, лук репчатый, лук зеленый, халапеньо, красный соус, ароматное масло, приручу",,,"Pizza dough, beef, parmesan, mozzarella, onion, green onion, jalapeno, red sauce, aromatic oil, tame","Pitsa hamyry, sygyr eti, parmesan, mozarella, sogan, ýaşyl sogan, jalapeno, gyzyl sous, ysly ýag, tame",language-tool:short_description | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка.
137,6,L’ULTIMO SPICCHIO PIZZA,Гавайская,Гавайская,,,Hawaiian,Gawaýi,,"Тесто для пиццы, сливочный соус, моцарелла, курица, ветчина, маслины, кукуруза, ананас, ароматное масло","Тесто для пиццы, сливочный соус, моцарелла, курица, ветчина, маслины, кукуруза, ананас, ароматное масло",,,"Pizza dough, cream sauce, mozzarella, chicken, ham, olives, corn, pineapple, aromatic oil","Pitsa hamyry, krem ​​sousy, mozarella, towuk, hamam, zeýtun, mekgejöwen, ananas, ysly ýag",
138,6,L’ULTIMO SPICCHIO PIZZA,Цезарь,Цезарь,,,Caesar,Sezar,,"Тесто для пиццы, сливочный соус, соус цезарь, моцарелла, курица, пармезан, грибы, петрушка, ароматное масло","Тесто для пиццы, сливочный соус, соус цезарь, моцарелла, курица, пармезан, грибы, петрушка, ароматное масло",,,"Pizza dough, cream sauce, Caesar sauce, mozzarella, chicken, Parmesan, mushrooms, parsley, aromatic oil","Pitsa hamyry, krem ​​sousy, Sezar sousy, mozarella, towuk, Parmesan, kömelek, petruşka, hoşboý ýag",
139,6,L’ULTIMO SPICCHIO PIZZA,Вегетарианская,Вегетарианская,,,Vegetarian,Wegetarian,,"Тесто для пиццы, болгарский перец, кабачки, баклажан, шампиньоны, помидоры, моцарелла, красный соус, ароматное масло","Тесто для пиццы, болгарский перец, кабачки, баклажан, шампиньоны, помидоры, моцарелла, красный соус, ароматное масло",,,"Pizza dough, bell pepper, zucchini, eggplant, champignons, tomatoes, mozzarella, red sauce, aromatic oil","Pitsa hamyry, jaň burç, nahar, baklajan, şampan, pomidor, mozarella, gyzyl sous, ysly ýag",
140,6,L’ULTIMO SPICCHIO PIZZA,Мюнхенская,Мюнхенская,,,Munich,Mýunhen,,"Тесто для пиццы, охотничьи колбасы, капченые колбасы, куриные сосиськи, моцарелла, солёные огурецы, лук репчатый, шампиньоны, красный соус, ароматное масло","Тесто для пиццы, охотничьи колбасы, копчённые колбасы, куриные сосиски, моцарелла, солёные огурец, лук репчатый, шампиньоны, красный соус, ароматное масло",,,"Pizza dough, hunting sausages, smoked sausages, chicken sausages, mozzarella, pickles, onions, champignons, red sauce, aromatic oil","Pitsa hamyry, aw kolbasa, kakadylan kolbasa, towuk kolbasa, mozarella, duz, sogan, şampan, gyzyl sous, ysly ýag",language-tool:short_description | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка.
141,6,L’ULTIMO SPICCHIO PIZZA,С лососем и крем-сыром,С лососем и крейсером,,,With salmon and cruiser,Sogan we kruizer bilen,language-tool:name | Возможно найдена орфографическая ошибка.,"Тесто для пиццы, лосось, руккола, каперси, микс черри, оливки, сливочный соус, крем чиз, ароматное масло","Тесто для пиццы, лосось, руккола, каперсе, микс черри, оливки, сливочный соус, крем из, ароматное масло",,,"Pizza dough, salmon, arugula, capers, cherry mix, olives, cream sauce, cream, aromatic oil","Pitsa hamyry, losos, arugula, gaplar, alça garyndysy, zeýtun, krem ​​sousy, krem, ysly ýag",language-tool:short_description | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка.
142,6,L’ULTIMO SPICCHIO PIZZA,Карбонара,Карбонара,,,Carbonara,Karbonara,,"Тесто для пиццы, бекон, ветчина, шампиньоны, пармезан, моцарелла, лук репчатый, соус сливочный, базилик, ароматное масло","Тесто для пиццы, бекон, ветчина, шампиньоны, пармезан, моцарелла, лук репчатый, соус сливочный, базилик, ароматное масло",,,"Pizza dough, bacon, ham, champignons, parmesan, mozzarella, onion, cream sauce, basil, aromatic oil","Pitsa hamyry, doňuz eti, hamam, şampan, parmesan, mozarella, sogan, krem ​​sousy, reyhan, ysly ýag",
143,6,L’ULTIMO SPICCHIO PIZZA,Мясной микс,Мясной микс,,,Meat mix,Et garyndysy,,"Тесто для пиццы, бекон, ветчина, курица, капчёные колбаса, моцарелла, помидоры, перец сладкий, лук репчатый, красный соус, ароматное масло","Тесто для пиццы, бекон, ветчина, курица, копчённые колбаса, моцарелла, помидоры, перец сладкий, лук репчатый, красный соус, ароматное масло",,,"Pizza dough, bacon, ham, chicken, smoked sausage, mozzarella, tomatoes, sweet peppers, onions, red sauce, aromatic oil","Pitsa hamyry, doňuz eti, hamam, towuk, kakadylan kolbasa, mozarella, pomidor, süýji burç, sogan, gyzyl sous, ysly ýag",language-tool:short_description | Возможно найдена орфографическая ошибка.
144,6,L’ULTIMO SPICCHIO PIZZA,Тирольская,Тирольская,,,Tyrolean,Tirol,,"Тесто для пиццы, курица, бекон, руккола, микс черри, пармезан, моцарелла, маслины, оливки, сливочный соус, ароматное масло","Тесто для пиццы, курица, бекон, руккола, микс черри, пармезан, моцарелла, маслины, оливки, сливочный соус, ароматное масло",,,"Pizza dough, chicken, bacon, arugula, cherry mix, parmesan, mozzarella, olives, cream sauce, aromatic oil","Pitsa hamyry, towuk, doňuz, arugula, alça garyndysy, parmesan, mozarella, zeýtun, krem ​​sousy, ysly ýag",
145,6,L’ULTIMO SPICCHIO PIZZA,"Салат ""Caesar"" курицей","Салат ""Саеsаr"" курицей",,,"Salad ""Caesar"" with chicken","Towuk bilen ""Sezar"" salady",mixed-script,"Курица, капуста пекинская, черри, лист салат, яйца перепелиные, пармезан, сухари, соус цезарь","Курица, капуста пекинская, черри, лист салат, яйца перепелиные, пармезан, сухари, соус цезарь",,,"Chicken, Chinese cabbage, cherry tomatoes, lettuce, quail eggs, Parmesan, croutons, Caesar dressing","Towuk, hytaý kelem, alça pomidor, salat, beden ýumurtgasy, Parmesan, sogan, Sezar geýimi",
146,6,L’ULTIMO SPICCHIO PIZZA,"Салат ""Caesar"" креветками","Салат ""Саеsаr"" креветками",,,"Salad ""Caesar"" with shrimps","Kepjebaş bilen ""Sezar"" salady",mixed-script,"Креветки, капуста пекинская, черри, лист салата, яйцо Перепелиные, пармезан, сухари, соус цезарь","Креветки, капуста пекинская, черри, лист салата, яйцо Перепелиные, пармезан, сухари, соус цезарь",,,"Shrimp, Chinese cabbage, cherry tomatoes, lettuce, quail egg, Parmesan, croutons, Caesar dressing","Käşir, hytaý kelem, alça pomidor, salat, beden ýumurtgasy, Parmesan, sogan, Sezar geýimi",
147,6,L’ULTIMO SPICCHIO PIZZA,"Салат ""Caesar"" тунцом","Салат ""Саеsаr"" тунцом",,,"Salad ""Caesar"" with tuna","Tuna bilen ""Sezar"" salady",mixed-script,"Тунец, капуста пекинская, лист салата, черри, яйцо перепелиные, пармезан, сухари, цезарь соус","Тунец, капуста пекинская, лист салата, черри, яйцо перепелиные, пармезан, сухари, цезарь соус",,,"Tuna, Chinese cabbage, lettuce, cherry tomatoes, quail egg, Parmesan, croutons, Caesar sauce","Tuna, hytaý kelem, salat, alça pomidor, beden ýumurtgasy, Parmesan, sogan, Sezar sousy",
148,6,L’ULTIMO SPICCHIO PIZZA,Томатный суп-пюре,Томатный купюре,,,Tomato bill,Pomidor hasaby,language-tool:name | Возможно найдена орфографическая ошибка.,"Куриный бульон, томат, моцарелла, сухари, ароматное масло","Куриный бульон, томат, моцарелла, сухари, ароматное масло",,,"Chicken broth, tomato, mozzarella, crackers, aromatic oil","Towuk çorbasy, pomidor, mozarella, krakerler, ysly ýag",
150,5,W.oK,Рамэн с курицей,Ромен с курицей,,,Romaine with chicken,Towuk bilen romain,language-tool:name | Возможно найдена орфографическая ошибка.,"Куриный бульон, яйцо, капуста пекинская, лапша, соус соевый, куриное филе, соль, перец","Куриный бульон, яйцо, капуста пекинская, лапша, соус соевый, куриное филе, соль, перец",,,"Chicken broth, egg, Chinese cabbage, noodles, soy sauce, chicken fillet, salt, pepper","Towuk çorbasy, ýumurtga, hytaý kelem, nahar, soýa sousy, towuk filesi, duz, burç",
151,5,W.oK,Суп лагман с говядиной,Суп логман с говядиной,,,Logman soup with beef,Sygyr eti bilen Logman çorbasy,language-tool:name | Возможно найдена орфографическая ошибка.,"Говядина, томат, лапша, овощи свежие, лук репчатый, соль, перец, укроп, петрушка","Говядина, томат, лапша, овощи свежие, лук репчатый, соль, перец, укроп, петрушка",,,"Beef, tomato, noodles, fresh vegetables, onions, salt, pepper, dill, parsley","Sygyr eti, pomidor, nahar, täze gök önümler, sogan, duz, burç, ukrop, petruşka",
152,5,W.oK,Тайский с говядиной,Тайский с говядиной,,,Thai with beef,Sygyr eti bilen taý,,"Говядина, паприка, морковча, фунчоза, помидоры, соус соевый, кунжут, кинза","Говядина, паприка, морковка, финноза, помидоры, соус соевый, кунжут, кинза",,,"Beef, paprika, carrots, finnose, tomatoes, soy sauce, sesame, cilantro","Sygyr eti, paprika, käşir, finnoz, pomidor, soýa sousy, künji, silantro",language-tool:short_description | Возможно найдена орфографическая ошибка. | Возможно найдена орфографическая ошибка.
153,5,W.oK,Огуречный в тайском стиле,Огуречный в тайском стиле,,,Thai style cucumber,Taý stilindäki hyýar,,"Лук зеленый, чеснок, кунжут, соуса, мёд, соль, кунжутное масло, огурцы, переч чили","Лук зеленый, чеснок, кунжут, соуса, мёд, соль, кунжутное масло, огурцы, перед чили",,,"Green onions, garlic, sesame seeds, sauce, honey, salt, sesame oil, cucumbers, before chili","Çiliden öň ýaşyl sogan, sarymsak, künji tohumy, sous, bal, duz, künji ýagy, hyýar",language-tool:short_description | Возможно найдена орфографическая ошибка.
154,5,W.oK,Жареная лапша с курицей,Жареная лапша с курицей,,,Fried noodles with chicken,Towuk bilen gowrulan nahar,,"Курица, лапша, шампиньоны, овощи свежие, лук репчатый, чеснок, имбирь, чили перец, кунжут, кинза","Курица, лапша, шампиньоны, овощи свежие, лук репчатый, чеснок, имбирь, чили перец, кунжут, кинза",,,"Chicken, noodles, champignons, fresh vegetables, onions, garlic, ginger, chili pepper, sesame, cilantro","Towuk, nahar, şampan, täze gök önümler, sogan, sarymsak, zynjyr, çili burç, künji, silantro",
155,5,W.oK,Жареная лапша с креветками,Жареная лапша с креветками,,,Fried noodles with shrimp,Käşir bilen gowrulan nahar,,"Креветки, лапша, шампиньоны, овощи свежие, лук, чеснок, чили перец, имбирь, кунжут, кинза","Креветки, лапша, шампиньоны, овощи свежие, лук, чеснок, чили перец, имбирь, кунжут, кинза",,,"Shrimp, noodles, champignons, fresh vegetables, onion, garlic, chili pepper, ginger, sesame, cilantro","Käşir, nahar, şampan, täze gök önümler, sogan, sarymsak, çili burç, zynjyr, künji, silantro",
156,5,W.oK,Жареная лапша с морепродуктами,Жареная лапша с морепродуктами,,,Fried noodles with seafood,Deňiz önümleri bilen gowrulan naharlar,,"Микс морепродукты, лапша, шампиньоны, овощи свежие, лук, чеснок, чили перец, имбирь, кунжут, кинза","Микс морепродукты, лапша, шампиньоны, овощи свежие, лук, чеснок, чили перец, имбирь, кунжут, кинза",,,"Mix of seafood, noodles, champignons, fresh vegetables, onion, garlic, chili pepper, ginger, sesame, cilantro","Deňiz önümlerini, naharlary, şampanlary, täze gök önümleri, sogan, sarymsak, çili burç, zynjyr, künji, silantronyň garyndysy;",
157,5,W.oK,Жареная лапша с телятиной,Жареная лапша с телятиной,,,Fried noodles with veal,Düwürtikli gowrulan naharlar,,"Говядина, лапша, шампиньоны, овощи свежие, лук, чеснок, чили перец, имбирь, кунжут, кинза","Говядина, лапша, шампиньоны, овощи свежие, лук, чеснок, чили перец, имбирь, кунжут, кинза",,,"Beef, noodles, champignons, fresh vegetables, onion, garlic, chili pepper, ginger, sesame, cilantro","Sygyr eti, nahar, şampan, täze gök önümler, sogan, sarymsak, çili burç, zynjyr, künji, silantro",
158,5,W.oK,Жареная лапша с овощами,Жареная лапша с овощами,,,Fried noodles with vegetables,Gök önümler bilen gowrulan nahar,,"Лапша, шампиньоны, овощи свежие, лук, чеснок, стручковый перец, имбирь, кунжут, кинза","Лапша, шампиньоны, овощи свежие, лук, чеснок, стручковый перец, имбирь, кунжут, кинза",,,"Noodles, champignons, fresh vegetables, onion, garlic, capsicum, ginger, sesame, cilantro","Nahar, şampan, täze gök önümler, sogan, sarymsak, kapsikum, zynjyr, künji, silantro",
159,5,W.oK,Жаренный рис с овощами,Жареный рис с овощами,,,Fried rice with vegetables,Gök önümler bilen gowrulan tüwi,manual:Жаренный->Жареный,"Рис, шампиньоны, овощи свежие, лук, чеснок, чили перец, имбирь, кунжут, кинза","Рис, шампиньоны, овощи свежие, лук, чеснок, чили перец, имбирь, кунжут, кинза",,,"Rice, champignons, fresh vegetables, onion, garlic, chili pepper, ginger, sesame, cilantro","Tüwi, şampan, täze gök önümler, sogan, sarymsak, çili burç, zynjyr, künji, silantro",
160,5,W.oK,Жаренный рис с телятиной,Жареный рис с телятиной,,,Fried rice with veal,Bişen tüwi,manual:Жаренный->Жареный,"Говядина, рис, паприка, грибы, лук, чеснок, стручковый перец, имбирь, кунжут, кинза","Говядина, рис, паприка, грибы, лук, чеснок, стручковый перец, имбирь, кунжут, кинза",,,"Beef, rice, paprika, mushrooms, onions, garlic, capsicum, ginger, sesame, cilantro","Sygyr eti, tüwi, paprika, kömelek, sogan, sarymsak, kapsikum, zynjyr, künji, silantro",
161,5,W.oK,Жаренный рис с курицей,Жареный рис с курицей,,,Fried rice with chicken,Towuk bilen gowrulan tüwi,manual:Жаренный->Жареный,"Курица, рис, шампиньоны, овощи свежие, лук, чеснок, чили перец, имбирь, кунжут, кинза","Курица, рис, шампиньоны, овощи свежие, лук, чеснок, чили перец, имбирь, кунжут, кинза",,,"Chicken, rice, champignons, fresh vegetables, onion, garlic, chili pepper, ginger, sesame, cilantro","Towuk, tüwi, şampan, täze gök önümler, sogan, sarymsak, çili burç, zynjyr, künji, silantro",
162,5,W.oK,Жаренный рис с креветкой,Жареный рис с креветкой,,,Fried rice with shrimp,Käşir bilen gowrulan tüwi,manual:Жаренный->Жареный,"Креветки, рис, шампиньоны, паприка, лук, чеснок, перец чили, имбирь, кунжут, кинза","Креветки, рис, шампиньоны, паприка, лук, чеснок, перец чили, имбирь, кунжут, кинза",,,"Shrimp, rice, champignons, paprika, onion, garlic, chili pepper, ginger, sesame, cilantro","Käşir, tüwi, şampan, paprika, sogan, sarymsak, çili burç, zynjyr, künji, silantro",
163,5,W.oK,Жаренный рис с морепродуктами,Жареный рис с морепродуктами,,,Fried rice with seafood,Deňiz önümleri bilen gowrulan tüwi,manual:Жаренный->Жареный,"Микс морепродукты, рис, шампиньоны, овощи свежие, лук, чеснок, чили перец, имбирь, кунжут, кинза","Микс морепродукты, рис, шампиньоны, овощи свежие, лук, чеснок, чили перец, имбирь, кунжут, кинза",,,"Mix seafood, rice, champignons, fresh vegetables, onion, garlic, chili pepper, ginger, sesame, cilantro","Deňiz önümlerini, tüwi, şampan, täze gök önümleri, sogan, sarymsak, çili burç, zynjyr, künji, silantrony garmaly;",
164,6,L’ULTIMO SPICCHIO PIZZA,Куриный крем суп со сливками,Куриный крем суп со сливками,,,Chicken cream soup with cream,Krem bilen towuk krem ​​çorbasy,,"Куриный бульон, курица, овощи свежие, сливки, укроп","Куриный бульон, курица, овощи свежие, сливки, укроп",,,"Chicken broth, chicken, fresh vegetables, cream, dill","Towuk çorbasy, towuk, täze gök önümler, krem, ukrop",
